Text1,Text2,Similarity
"Finnish management software solutions provider Ixonos Oyj net profit decreased to 369,000 euro ( $ 575,000 ) for the first quarter of 2008 from 669,000 euro ( $ 1.0 mln ) for the same period of 2007 .","Finnish management software solutions provider Ixonos Oyj net profit decreased to 369,000 euro ( $ 575,000 ) for the first quarter of 2008 from 669,000 euro ( $ 1.0 mln ) for the same period of 2007 .",1.0
Peer Peugeot fell 0.81 pct as its sales rose only 6.3 pct from the same period last year .,Peer Peugeot fell 0.81 pct as its sales rose only 6.3 pct from the same period last year .,1.0
"( ADPnews ) - Feb 3 , 2010 - Finland-based steel maker Rautaruukki Oyj ( HEL : RTRKS ) , or Ruukki , said today it slipped to a larger-than-expected pretax loss of EUR 46 million ( USD 64.5 m ) in the fourth quarter of 2009 from a","( ADPnews ) - Feb 3 , 2010 - Finland-based steel maker Rautaruukki Oyj ( HEL : RTRKS ) , or Ruukki , said today it slipped to a larger-than-expected pretax loss of EUR 46 million ( USD 64.5 m ) in the fourth quarter of 2009 from a",1.0000000000000002
The company is listed on the Nordic Exchange in Helsinki .,Raute is listed on the Nordic exchange in Helsinki .,0.9537841923152296
The company is listed on the Nordic Exchange in Helsinki .,KONE is listed on the Nordic Exchange in Helsinki .,0.9537841923152296
"SSH Communications Security Corporation is headquartered in Helsinki , Finland .","SSH Communications Security Corporation is headquartered in Helsinki , Finland .",1.0000000000000002
"Operating margin , however , slipped to 14.4 % from 15.1 % , dragged down by a poor performance in enterprise solutions .","Operating margin , however , slipped to 14.4 % from 15.1 % , dragged down by a poor performance in enterprise solutions .",1.0000000000000002
"ADPnews - Aug 3 , 2009 - Finnish media group Ilkka-Yhtyma Oyj HEL : ILK2S said today its net profit fell 45 % on the year to EUR 5.9 million USD 8.4 m in the first half of 2009 .","ADPnews - Aug 3 , 2009 - Finnish media group Ilkka-Yhtyma Oyj HEL : ILK2S said today its net profit fell 45 % on the year to EUR 5.9 million USD 8.4 m in the first half of 2009 .",0.9999999999999998
"Operating profit margin was 8.3 % , compared to 11.8 % a year earlier .","Operating profit margin was 8.3 % , compared to 11.8 % a year earlier .",1.0
The measures result from weak demand in the shipbuilding industry .,The measures result from weak demand in the shipbuilding industry .,1.0000000000000002
The current reference grade instruments are challenging to operate due to their high price and complexity for routine use .,The current reference grade instruments are challenging to operate due to their high price and complexity for routine use .,1.0
Finnish metal products company Componenta Oyj net profit went slightly down to 25.1 mln euro ( $ 40.2 mln ) for the first half of 2008 from 25.4 mln euro ( $ 40.7 mln ) for the same period of 2007 .,Finnish metal products company Componenta Oyj net profit went slightly down to 25.1 mln euro ( $ 40.2 mln ) for the first half of 2008 from 25.4 mln euro ( $ 40.7 mln ) for the same period of 2007 .,1.0000000000000002
MarketsBP promotes upstream boss to deputy CEO,ConAgra Names Former Hillshire Farms CEO Connolly to Top Post,1.0
MarketsBP promotes upstream boss to deputy CEO,GlaxoSmithKline starts hunt for successor to CEO Witty,0.9040851825531072
Finnair said that the cancellation of flights would cause daily losses of  x20ac 2.5 million US$ 3 million .,Finnair said that the cancellation of flights would cause daily losses of  x20ac 2.5 million US$ 3 million .,1.0
"Operating profits in the half were  0.8 m , down from  0.9 m as Glisten invested in the brand and the management team .","Operating profits in the half were  0.8 m , down from  0.9 m as Glisten invested in the brand and the management team .",1.0000000000000002
long $AAPL,$AAPL long 630.91,1.0
Salonen added that data shows producers ' pulp inventories in North America are declining . ',Salonen added that data shows producers ' pulp inventories in North America are declining . ',1.0
"Operating profit totaled EUR 3.8 mn , down from EUR 4.5 mn in the corresponding period in 2005 .","Operating profit totaled EUR 6.7 mn , down from EUR 7.2 mn in the corresponding period in 2005 .",1.0
"Operating profit totaled EUR 3.8 mn , down from EUR 4.5 mn in the corresponding period in 2005 .","Operating profit totaled EUR 3.8 mn , down from EUR 4.5 mn in the corresponding period in 2005 .",1.0
"Operating profit totaled EUR 3.8 mn , down from EUR 4.5 mn in the corresponding period in 2005 .","Operating profit totaled EUR 6.7 mn , down from EUR 7.2 mn in the corresponding period in 2005 .",1.0
"Initially , the company said a maximum of 15 people would be made redundant in the parent company and about 15 in its subsidiaries .","Initially , the company said a maximum of 15 people would be made redundant in the parent company and about 15 in its subsidiaries .",1.0000000000000002
AstraZeneca's Lung Cancer Drug Tagrisso Gets FDA Approval,"FDA panel backs safety updates for AstraZeneca, Takeda drugs",0.9193849991822678
AstraZeneca's Lung Cancer Drug Tagrisso Gets FDA Approval,Teva: FDA Approves Generic Version of AstraZeneca Heartburn Drug,0.9555151305100197
"Group EBIT for the first half was EUR13 .6 m US$ 17.8 m , falling short of the EUR22 .5 m it posted for the same period of 2009 .","Group EBIT for the first half was EUR13 .6 m US$ 17.8 m , falling short of the EUR22 .5 m it posted for the same period of 2009 .",1.0000000000000002
Relations with the City have been further damaged by comments from Mr Ashley criticising City investors and analysts as `` cry babies '' .,Relations with the City have been further damaged by comments from Mr Ashley criticising City investors and analysts as `` cry babies '' .,1.0000000000000002
Pretax profit totaled EUR 4.9 mn compared to EUR 5.2 mn in the first quarter of 2005 .,Pretax profit totaled EUR 4.9 mn compared to EUR 5.2 mn in the first quarter of 2005 .,1.0
TripAdvisor jumps on M&A rumors https://t.co/O4lwCDXMbr $TRIP,"$CHKP ABC Bullish Pattern, Targets https://t.co/uVMmRSR5Zy",0.9040938689226136
Finnlines estimated in its annual general meeting that 2008 will be financially a tough year due to large investments .,Finnlines estimated in its annual general meeting that 2008 will be financially a tough year due to large investments .,1.0
Profit for the period fell to EUR 1.6 mn from EUR 7.5 mn in January-September 2008 .,Profit for the period fell to EUR 1.6 mn from EUR 7.5 mn in January-September 2008 .,1.0
in Finland Finnish pharmaceutical company Orion Corporation OMX Helsinki : ORNAV said on Wednesday 7 January that it has concluded its personnel negotiations in Finland and will reduce the number of personnel by 205 .,in Finland Finnish pharmaceutical company Orion Corporation OMX Helsinki : ORNAV said on Wednesday 7 January that it has concluded its personnel negotiations in Finland and will reduce the number of personnel by 205 .,1.0
"Operating profit , excluding non-recurring items , totaled EUR 0.2 mn , down from EUR 0.8 mn in the corresponding period in 2006 .","Operating profit , excluding non-recurring items , totaled EUR 0.2 mn , down from EUR 0.8 mn in the corresponding period in 2006 .",1.0000000000000002
"In Finland , metal sector company Componenta is laying off temporarily the staff of its Pori mill from Christmas 2008 till 6 January 2009 .","In Finland , metal sector company Componenta is laying off temporarily the staff of its Pori mill from Christmas 2008 till 6 January 2009 .",1.0000000000000002
"Both operating profit and net sales for the six-month period increased , respectively from EUR18 .1 m and EUR127 .6 m , as compared to the corresponding period in 2006 .","Both operating profit and net sales for the six-month period increased , respectively from EUR0 .4 m and EUR3 .2 m , as compared to the corresponding period in 2005 .",0.9015924455077652
"Both operating profit and net sales for the six-month period increased , respectively from EUR18 .1 m and EUR127 .6 m , as compared to the corresponding period in 2006 .","Both operating profit and net sales for the six-month period increased , respectively from EUR7 .5 m and EUR655 .5 m , as compared to the corresponding period in 2005 .",0.9404888185844862
"Both operating profit and net sales for the six-month period increased , respectively from EUR18 .1 m and EUR127 .6 m , as compared to the corresponding period in 2006 .","Both operating profit and net sales for the six-month period increased , respectively , from EUR13 .8 m and EUR143 .6 m , as compared to the corresponding period in 2007 .",0.9503239799119408
"Insurer Axa ( PAR : CS ) slid by 5.35 % to EUR 14.15 , after Citigroup and ING slashed their targets on the stock .","Insurer Axa ( PAR : CS ) slid by 5.35 % to EUR 14.15 , after Citigroup and ING slashed their targets on the stock .",1.0000000000000002
Scanfil has also issued a profit warning .,Scanfil has also issued a profit warning .,1.0
The lay-offs will affect 240 people out of the total 320 Okmetic employees in Finland .,The lay-offs will affect 240 people out of the total 320 Okmetic employees in Finland .,1.0000000000000002
"The announcement pushed Freenet shares down 6.3 % , or EUR0 .71 , in Frankfurt trade to EUR10 .65 as investors gave up hope United Internet AG and Drillisch would pursue their own takeover and breakup of Freenet .","The announcement pushed Freenet shares down 6.3 % , or EUR0 .71 , in Frankfurt trade to EUR10 .65 as investors gave up hope United Internet AG and Drillisch would pursue their own takeover and breakup of Freenet .",1.0
CompaniesUnilever sales lifted by ice cream in soft economy,Arm slammed by handset sales outlook,0.9281538926836844
EPS dropped to EUR0 .2 from EUR0 .3 .,The EPS improved to EUR0 .38 from EUR0 .27 .,0.9000092167846543
EPS dropped to EUR0 .2 from EUR0 .3 .,EPS dropped to EUR0 .2 from EUR0 .3 .,1.0000000000000002
The company 's previous estimate was for a lower revenue than the year-ago EUR 93.9 million .,The company 's previous estimate was for a lower revenue than the year-ago EUR 93.9 million .,1.0
Earnings per share ( EPS ) amounted to a loss of to EUR0 .06 .,Earnings per share EPS amounted to EUR0 .01 .,0.9321251088024062
Earnings per share ( EPS ) amounted to a loss of to EUR0 .06 .,Earnings per share ( EPS ) amounted to a loss of EUR0 .05 .,0.9907903384354406
Earnings per share ( EPS ) amounted to a loss of to EUR0 .06 .,Earnings per share ( EPS ) amounted to a loss of EUR0 .05 .,0.9907903384354406
Earnings per share ( EPS ) amounted to a loss of to EUR0 .06 .,Earnings per share ( EPS ) amounted to a loss of to EUR0 .06 .,1.0000000000000002
Earnings per share ( EPS ) amounted to a loss of to EUR0 .06 .,Earnings per share ( EPS ) amounted to a loss of EUR0 .38 .,0.9907903384354406
Earnings per share ( EPS ) amounted to a loss of to EUR0 .06 .,Earnings per share ( EPS ) amounted to a loss of EUR0 .38 .,0.9907903384354406
- Cash flow from operating activities before investments was EUR 0.8 -1.2 million .,- Cash flow from operating activities before investments was EUR 7.6 million EUR 2.5 million .,0.9549453146686796
Stora Chief Executive Jouko Karvinen has described the Russian tariff hikes as a threat to the future of the forest products industry in Finland .,Stora Chief Executive Jouko Karvinen has described the Russian tariff hikes as a threat to the future of the forest products industry in Finland .,1.0000000000000002
"Finnish plumbing and heating systems supplier Uponor 's net sales from continuing operations decreased by 9.4 % in 2008 to EUR 949.2 mn from EUR 1,047.4 mn in 2007 .","Finnish plumbing and heating systems supplier Uponor 's net sales from continuing operations decreased by 9.4 % in 2008 to EUR 949.2 mn from EUR 1,047.4 mn in 2007 .",1.0000000000000002
"In Q1 of 2009 , Bank of +àland 's net interest income weakened by 10 % to EUR 9.1 mn .","In Q1 of 2009 , Bank of +àland 's net interest income weakened by 10 % to EUR 9.1 mn .",1.0000000000000002
Operating profit for 2009 lower than outlook published earlier .,Operating profit for 2009 lower than outlook published earlier .,1.0
Finnish waste management and cleaning group Lassila & Tikanoja Oyj ( L&T ) net profit went down to 32.2 mln euro ( $ 47.7 mln ) for 2007 from 35.3 mln euro ( $ 52.3 mln ) for 2006 .,Finnish waste management and cleaning group Lassila & Tikanoja Oyj ( L&T ) net profit went down to 32.2 mln euro ( $ 47.7 mln ) for 2007 from 35.3 mln euro ( $ 52.3 mln ) for 2006 .,1.0
"HELSINKI Thomson Financial - Shares in Cargotec fell sharply in early afternoon trade after the cargo handling group posted a surprise drop in April-June profits , which overshadowed the large number of new orders received during the three months .","HELSINKI Thomson Financial - Shares in Cargotec fell sharply in early afternoon trade after the cargo handling group posted a surprise drop in April-June profits , which overshadowed the large number of new orders received during the three months .",1.0000000000000002
$HYG Potential continuation Uptrend on a 60'-15'-4' charts http://stks.co/t1Qp6,$XLI Potential intermediate top in an Uptrend on a 60'-15'-4' charts http://stks.co/j1TdF,0.9333952015566782
"Operating profit for the nine-month period increased from EUR13 .6 m , while net sales increased from EUR394 .7 m , as compared to the corresponding period in 2005 .","Operating profit for the nine-month period increased from EUR3 .1 m and net sales increased from EUR61 .5 m , as compared to the corresponding period in 2007 .",0.9148913079495429
Financial details were n't disclosed .,Financial terms were n't disclosed .,1.0000000000000002
End Of Day Scan: Bullish MA  Crossovers $BBVA $PDS $NTLS $NGL $SBRCY $FGL $MTNOY $TTT  www.dailystockplays.com,End Of Day Scan: Stochastic Overbought $JDST $FREE $BLRX $LPG $AFSI $DVAX $HDGE $AHT $ALR $ASMB  www.dailystockplays.com,1.0000000000000002
Finnair 's total traffic decreased by 8.7 % in terms of revenue passenger kilometres .,Finnair 's total traffic decreased by 8.7 % in terms of revenue passenger kilometres .,1.0000000000000002
Consolidated pretax profit decreased by 69.2 % to EUR 41.0 mn from EUR 133.1 mn in 2007 .,Pretax profit decreased by 37 % to EUR 193.1 mn from EUR 305.6 mn .,0.9505669064674224
Consolidated pretax profit decreased by 69.2 % to EUR 41.0 mn from EUR 133.1 mn in 2007 .,Pretax profit decreased by 37 % to EUR 193.1 mn from EUR 305.6 mn .,0.9505669064674224
Consolidated pretax profit decreased by 69.2 % to EUR 41.0 mn from EUR 133.1 mn in 2007 .,Consolidated pretax profit decreased by 69.2 % to EUR 41.0 mn from EUR 133.1 mn in 2007 .,1.0000000000000002
Finnish developer and manufacturer of mobile phone chargers Salcomp Plc OMX Helsinki : SAL1V on Wednesday 19 November lowered its full-year net sales estimate .,Finnish developer and manufacturer of mobile phone chargers Salcomp Plc OMX Helsinki : SAL1V on Wednesday 19 November lowered its full-year net sales estimate .,1.0000000000000002
"In October , UPM reported a third-quarter net loss of euro86 million $ 110 million compared with a net profit of euro120 million in 2007 .","In October , UPM reported a third-quarter net loss of euro86 million $ 110 million compared with a net profit of euro120 million in 2007 .",1.0
"YIT 's Baltic sales in the first three quarters of 2008 totaled 106.2 million euros , representing a drop of 29 percent year on year .","YIT 's Baltic sales in the first three quarters of 2008 totaled 106.2 million euros , representing a drop of 29 percent year on year .",1.0000000000000002
Aspo 's Group structure and business operations are developed persistently without any predefined schedules .,Aspo 's Group structure and business operations are continually developed without any predefined schedules .,1.0
Loss for the period totalled EUR 15.6 mn compared to a profit of EUR 6.3 mn in 2008 .,Loss for the period totalled EUR 15.6 mn compared to a profit of EUR 6.3 mn in 2008 .,1.0000000000000004
"At the close , the OMX Helsinki 25 was 0.01 pct lower at 3,067.64 points and the OMX Helsinki was down 0.05 pct at 10,321.46 points on over 1.343 bln eur of turnover .","At 12.01 pm , the OMX Helsinki 25 was down 0.66 pct to 3,143.57 and the OMX Helsinki was 0.67 pct lower at 10,530.74 on 253 mln eur turnover .",0.9065907779946599
"At the close , the OMX Helsinki 25 was 0.01 pct lower at 3,067.64 points and the OMX Helsinki was down 0.05 pct at 10,321.46 points on over 1.343 bln eur of turnover .","The OMX Helsinki 25 ended 0.47 pct lower at 3,150.55 and the OMX Helsinki was down 0.21 pct at 10,736.42 on 1.523 bln eur turnover .",0.9089424376597529
"At the close , the OMX Helsinki 25 was 0.01 pct lower at 3,067.64 points and the OMX Helsinki was down 0.05 pct at 10,321.46 points on over 1.343 bln eur of turnover .","At 12.01 pm , the OMX Helsinki 25 was down 0.66 pct to 3,143.57 and the OMX Helsinki was 0.67 pct lower at 10,530.74 on 253 mln eur turnover .",0.9065907779946599
"At the close , the OMX Helsinki 25 was 0.01 pct lower at 3,067.64 points and the OMX Helsinki was down 0.05 pct at 10,321.46 points on over 1.343 bln eur of turnover .","At the close , the OMX Helsinki 25 was 0.01 pct lower at 3,067.64 points and the OMX Helsinki was down 0.05 pct at 10,321.46 points on over 1.343 bln eur of turnover .",1.0
"At the close , the OMX Helsinki 25 was 0.01 pct lower at 3,067.64 points and the OMX Helsinki was down 0.05 pct at 10,321.46 points on over 1.343 bln eur of turnover .","The OMX Helsinki 25 ended 0.47 pct lower at 3,150.55 and the OMX Helsinki was down 0.21 pct at 10,736.42 on 1.523 bln eur turnover .",0.9089424376597529
RBI surprises Street; Sensex pares gains after hitting mount 30k,"`` Soon after , the collisions started . ''",0.9536574956622589
Finland-based Stockmann Group has closed seven franchising sports stores Nike in Russia .,Finland-based Stockmann Group has closed seven franchising sports stores Nike in Russia .,1.0000000000000002
Finnish investment group Norvestia Oyj said its net profit fell to 23.5 mln euro $ 30.6 mln in 2006 from 33.5 mln euro $ 43.6 mln in 2005 .,Finnish investment group Norvestia Oyj said its net profit fell to 23.5 mln euro $ 30.6 mln in 2006 from 33.5 mln euro $ 43.6 mln in 2005 .,1.0
"As part of the reorganisation measures that will take place in spring 2006 , Tamglass Finton will start personnel negotiations that will affect its entire staff of 33 .","As part of the reorganisation measures that will take place in spring 2006 , Tamglass Finton will start personnel negotiations that will affect its entire staff of 33 .",1.0
This corrensponds to 4.628 percent of Okmetic 's share capital and voting rights .,This corresponds to 6.81 percent of Okmetic 's share capital and voting rights .,1.0000000000000002
"Biohit said that it will reduce the number of leased personnel by 10 , and lay off 10 of its own personnel .","Biohit said that it will reduce the number of leased personnel by 10 , and lay off 10 of its own personnel .",1.0000000000000002
$GEVO PLUNGING!  Back to $3.55.,$WX Decent pull back . .,0.9506981188815122
Earnings per share EPS amounted to EUR0 .01 .,Earnings per share ( EPS ) amounted to a loss of EUR0 .05 .,0.9383132424958616
Earnings per share EPS amounted to EUR0 .01 .,Earnings per share ( EPS ) amounted to a loss of EUR0 .05 .,0.9383132424958616
Earnings per share EPS amounted to EUR0 .01 .,Earnings per share ( EPS ) amounted to a loss of to EUR0 .06 .,0.9321251088024062
Earnings per share EPS amounted to EUR0 .01 .,Earnings per share ( EPS ) amounted to a loss of EUR0 .38 .,0.9383132424958616
Earnings per share EPS amounted to EUR0 .01 .,Earnings per share ( EPS ) amounted to a loss of EUR0 .38 .,0.9383132424958616
"Profit before taxes was EUR 4.0 mn , down from EUR 4.9 mn .","Profit before taxes was EUR 4.0 mn , down from EUR 4.9 mn .",1.0
`` Operating profit declined mainly due to the increased cost of wood and recycled fiber and the strengthened euro . '',`` Operating profit declined mainly due to the increased cost of wood and recycled fiber and the strengthened euro . '',1.0000000000000002
The low capacity utilisation rate in steel production considerably increases the fixed costs per unit of steel produced .,The low capacity utilisation rate in steel production considerably increases the fixed costs per unit of steel produced .,1.0000000000000004
Finnish Bank of +àland reports its operating profit fell to EUR 4.9 mn in the third quarter of 2007 from EUR 5.6 mn in the third quarter of 2006 .,Finnish Bank of +àland reports its operating profit fell to EUR 4.9 mn in the third quarter of 2007 from EUR 5.6 mn in the third quarter of 2006 .,1.0000000000000004
"Finnish Kemira 's net sales EUR decreased to EUR 1,259.6 mn in January-June 2009 from EUR 1,425.1 mn in January-June 2008 .","Finnish Kemira 's net sales EUR decreased to EUR 1,259.6 mn in January-June 2009 from EUR 1,425.1 mn in January-June 2008 .",1.0000000000000002
The value of the orders is about EUR 70mn .,The value of the orders is about EUR 25mn .,1.0
"Therefore , the company 's 2005 result will remain weaker than that of 2004 .","Therefore , the company 's 2005 result will remain weaker than that of 2004 .",1.0000000000000002
"Coca-Cola was the market leader of manufacturers with a market share of 36.9 % , down 2.2 % from the corresponding period in 2004-2005 .","Coca-Cola was the market leader of manufacturers with a market share of 36.9 % , down 2.2 % from the corresponding period in 2004-2005 .",1.0000000000000002
"`` Adjustment to the fall in price level , in contrast , has been less effective .","`` Adjustment to the fall in price level , in contrast , has been less effective .",1.0
Asian traffic declined by 3.4 per cent .,Asian traffic declined by 3.4 per cent .,1.0
"After the takeover , Cramo will become the second largest rental services provider in the Latvian market .","`` After this purchase , Cramo will become the second largest rental services provider in the Latvian market .",0.9486373834684584
"Qualcomm estimated a first-quarter profit between 46 and 50 cents a share , excluding certain items , below the analyst estimate of 61 cents a share .","Qualcomm estimated a first-quarter profit between 46 and 50 cents a share , excluding certain items , below the analyst estimate of 61 cents a share .",1.0000000000000002
"schwalm ( at ) outotec.com Eila Paatela , Vice President - Corporate Communications tel. +358 20 529 2004 , mobile +358 400 817198 e-mail eila .","rosendal at outotec.com Eila Paatela , Vice President - Corporate Communications tel. +358 20 529 2004 , +358 400 817198 e-mail eila .",0.9343360672774383
"In the fourth quarter of 2008 , net sales decreased to EUR 121.4 mn from EUR 165.5 mn in the fourth quarter of 2007 .","In the fourth quarter of 2008 , net sales increased by 2 % to EUR 1,050.7 mn from EUR 1,027.0 mn in the fourth quarter of 2007 .",0.9309214915373256
"In the fourth quarter of 2008 , net sales decreased to EUR 121.4 mn from EUR 165.5 mn in the fourth quarter of 2007 .","In the fourth quarter of 2008 , net sales decreased to EUR 121.4 mn from EUR 165.5 mn in the fourth quarter of 2007 .",1.0
AstraZeneca's MedImmune Inks Licensing Deal With Omnis Pharmaceuticals,AstraZeneca Explores Potential Deal With Acerta for Cancer Drug,0.9569598772677719
"During the strike , Finnair estimates to incur a net loss of between EUR2m and EUR2 .5 m per day .","During the strike , Finnair estimates to incur a net loss of between EUR2m and EUR2 .5 m per day .",1.0
"As a result , the company will temporarily lay-off 25 % of the whole personnel , approximately 270 persons at Kirkkonummi and Nivala factories .","As a result , the company will temporarily lay-off 25 % of the whole personnel , approximately 270 persons at Kirkkonummi and Nivala factories .",1.0000000000000002
"( ADPnews ) - Oct 21 , 2009 - Finland-based IT consultancy Tieto Oyj ( HEL : TIE1V ) said today its net profit plunged to EUR 29.4 million ( USD 43.9 m ) for the first nine months of 2009 from EUR 58.7 million for the same period o","( ADPnews ) - Oct 21 , 2009 - Finland-based IT consultancy Tieto Oyj ( HEL : TIE1V ) said today its net profit plunged to EUR 29.4 million ( USD 43.9 m ) for the first nine months of 2009 from EUR 58.7 million for the same period o",1.0000000000000004
"The inventors are Bylander Johan , Ponten Fredrik and Lundberg Jorgen .","The inventors are Mukkavilli Krishna Kiran , Sabharwal Ashutosh and Aazhang Behnaam .",1.0000000000000002
"The inventors are Bylander Johan , Ponten Fredrik and Lundberg Jorgen .","The Inventors are Ridge Justin , Bao Yiliang and Karczewicz Marta .",1.0000000000000002
"The inventors are Mukkavilli Krishna Kiran , Sabharwal Ashutosh and Aazhang Behnaam .","The Inventors are Ridge Justin , Bao Yiliang and Karczewicz Marta .",1.0000000000000002
"s business sectors are building construction , infrastructure construction and technical building services .","The Group 's business sectors are Building Construction , Infrastructure Construction , Technical Building Services , and Building Products .",0.9342757445540723
The Department Store Division 's sales fell by 8.6 % to EUR 140.2 mn .,The Department Store Division 's sales fell by 8.6 % to EUR 140.2 mn .,1.0000000000000002
"BHP Billiton posts big loss, slashes dividend","Rio Tinto swings to loss, drops dividend policy",0.9642527215658033
Device volume in the area decreased by 21 % to 2.7 mn units .,Device volume in the area decreased by 21 % to 2.7 mn units .,1.0000000000000002
$TRX http://stks.co/1KkK Long setup. MACD cross.,Entering long Lockheed Martin $LMT at Thursday's open. http://stks.co/eXtA,0.9358514387603264
Raute is listed on the Nordic exchange in Helsinki .,KONE is listed on the Nordic Exchange in Helsinki .,1.0000000000000002
Finnish forest industry group Stora Enso Oyj issued on Thursday ( 20 March ) a profit warning for the first quarter 2008 .,Finnish forest industry group Stora Enso Oyj issued on Thursday ( 20 March ) a profit warning for the first quarter 2008 .,1.0
"At 10.33 am , Huhtamaki was the market 's biggest faller , 8.69 pct lower at 11.35 eur , while the OMX Helsinki 25 was 0.32 pct higher at 3,332.41 , and the OMX Helsinki was up 0.47 pct at 11,687.32 .","At 10.33 am , Huhtamaki was the market 's biggest faller , 8.69 pct lower at 11.35 eur , while the OMX Helsinki 25 was 0.32 pct higher at 3,332.41 , and the OMX Helsinki was up 0.47 pct at 11,687.32 .",1.0
The repurchases shall decrease the distributable capital and reserves .,The repurchases shall decrease the distributable capital and reserves .,1.0000000000000002
Pretax loss totalled EUR 162.3 mn compared to a profit of EUR 253.5 mn in 2007 .,Pretax loss totalled EUR 162.3 mn compared to a profit of EUR 253.5 mn in 2007 .,1.0000000000000002
"National Conciliator Juhani Salonius , who met both parties on Wednesday , said they were too far apart in their views for him to propose mediation .","National Conciliator Juhani Salonius , who met both parties on Wednesday , said they were too far apart in their views for him to propose mediation .",1.0000000000000002
Finnish retail software developer Aldata Solution Oyj reported a net loss of 11.7 mln euro $ 17.2 mln for 2007 versus a net profit of 2.5 mln euro $ 3.7 mln for 2006 .,Finnish retail software developer Aldata Solution Oyj reported a net loss of 11.7 mln euro $ 17.2 mln for 2007 versus a net profit of 2.5 mln euro $ 3.7 mln for 2006 .,1.0
LSE-Deutsche BÃ¶rse dealmakers wrong to ignore Brexit risk,LSE gets Hong Kong regulatory nod to HK firms to become LSE members,1.0
LSE-Deutsche BÃ¶rse dealmakers wrong to ignore Brexit risk,`` I warmly welcome Michael Frei to Outotec .,1.0
LSE-Deutsche BÃ¶rse dealmakers wrong to ignore Brexit risk,"U.K. Stocks Resume Gains to Rally to Record; CRH, Tullow Climb",1.0
The air traffic of Finland has been in stoppage since then .,The air traffic of Finland has been in stoppage since then .,1.0000000000000002
55 workers in +àm+Ñl will be affected by the close-down .,55 workers in +àm+Ñl will be affected by the close-down .,1.0
Metso estimates the need for personnel reductions to amount to 25 people .,Metso estimates the need for personnel reductions to amount to 25 people .,1.0000000000000002
"$AAPL AAPL: Gundlach Slams iPad mini, Sees Downside to $425. http://stks.co/bDqV",$AAPL AUG 645 calls +550% .67c: http://stks.co/i9T3,0.9330477328573229
The EPS improved to EUR0 .38 from EUR0 .27 .,EPS dropped to EUR0 .2 from EUR0 .3 .,0.9000092167846543
Insight hires Aviva's David Hillier for multi-asset team,Glencore blames rivals for creating metals glut,1.0
Insight hires Aviva's David Hillier for multi-asset team,FDA approves Shire's Vyvanse for binge-eating disorder,1.0
Insight hires Aviva's David Hillier for multi-asset team,CRH's concrete bid for Holcim Lafarge assets,1.0
Insight hires Aviva's David Hillier for multi-asset team,$MTD (Mettler-Toledo) ready for a breakout,1.0
Insight hires Aviva's David Hillier for multi-asset team,Credit Suisse poaches Prudential's Thiam for Asian push,1.0
Insight hires Aviva's David Hillier for multi-asset team,WPP wins race for 'programmatic buying' agency Essence Digital,1.0
Insight hires Aviva's David Hillier for multi-asset team,EU regulator backs approval for GSK injectable asthma drug,1.0
"As a result , the company has decided it will implement fixed-term temporary lay-offs .","As a result , the company has decided it will implement fixed-term temporary lay-offs .",1.0000000000000002
"$TSLA Recalls 2,700 Model X Vehicles; Shares Volatile https://t.co/tcKqZnMIqX #TSLA #tech #stockmarket https://t.co/FeMhJtAmQj","Tesla Motors recalls 2,700 Model X SUVs https://t.co/BFWS3DbM0U $TSLA",0.9230114191273133
"$TSLA Recalls 2,700 Model X Vehicles; Shares Volatile https://t.co/tcKqZnMIqX #TSLA #tech #stockmarket https://t.co/FeMhJtAmQj","Tesla Motors recalls 2,700 Model X SUVs $TSLA https://t.co/xDGrAExkKz",0.9230114191273133
"$TSLA Recalls 2,700 Model X Vehicles; Shares Volatile https://t.co/tcKqZnMIqX #TSLA #tech #stockmarket https://t.co/FeMhJtAmQj","Tesla Motors recalls 2,700 Model X SUVs $TSLA https://t.co/F55dx4aegI",0.9230114191273133
"In Finland , OP-Pohjola 's staff union is boycotting the group 's insurance sales tasks because the company has refused to take the sale of insurance into account in determining wages .","In Finland , OP-Pohjola 's staff union is boycotting the group 's insurance sales tasks because the company has refused to take the sale of insurance into account in determining wages .",1.0000000000000002
Juniper tumbles on Q1 warning; Cisco also lower $JNPR $CSCO https://t.co/bGvIntk43h,Juniper tumbles on Q1 warning; Cisco also lower https://t.co/N8X8BpLJ1E $JNPR $CSCO,1.0000000000000002
"In Finland , the city of Forssa has said it will not pay compensation to food industry companies HK Ruokatalo and Atria for the lye leak into tap water that occurred in March 2008 .","In Finland , the city of Forssa has said it will not pay compensation to food industry companies HK Ruokatalo and Atria for the lye leak into tap water that occurred in March 2008 .",1.0000000000000002
"The payment of 2.779 million litas in interest on a long-term loan provided by Ragutis ' majority shareholder , Estonia 's A. Le Coq , also added to the losses .","The payment of 2.779 million litas in interest on a long-term loan provided by Ragutis ' majority shareholder , Estonia 's A. Le Coq , also added to the losses .",1.0000000000000002
Aspocomp has a large factory in China and a factory building project in India that was halted due to financing problems .,Aspocomp has a large factory in China and a factory building project in India that was halted due to financing problems .,1.0
"Profit for the period totalled EUR 0.8 mn , down from EUR 1.1 mn in the corresponding period in 2008 .","Profit for the period totalled EUR 0.8 mn , down from EUR 1.1 mn in the corresponding period in 2008 .",1.0
